d_core_nose,d_core_lelbow,d_core_relbow,d_core_lwrist,d_core_rwrist,d_core_lknee,d_core_rknee,d_core_lankle,d_core_rankle,d_lshoulder_lwrist,d_rshoulder_rwrist,d_lhip_lelbow,d_rhip_relbow,d_lshoulder_lknee,d_rshoulder_rknee,d_lhip_lankle,d_rhip_rankle,d_lknee_lfidx,d_rknee_rfidx,d_lwrist_rwrist,d_lelbow_relbow,d_lshoulder_rshoulder,d_lhip_rhip,d_lknee_rknee,d_lankle_rankle,a_elbows_neck,a_knees_hip,a_spine,a_core_ground,v_left_up,v_left_down,v_right_up,v_right_down,Class,SubClass
0.7702404308792404,1.0201773378792316,0.9810280369893903,1.4080130423840165,1.3989078928173044,1.192897994585681,1.1895669874606274,1.8417829222398598,1.842946395690861,0.9437407703039649,0.9559299658006782,1.274729569947687,1.2191117822620896,1.6470430030970709,1.6514904225282803,1.323256119672024,1.3235386732769665,0.888937814500776,0.8751859800713793,2.50464769886815,1.6190484334484607,0.6269115526928719,0.3708814922985056,0.5619254867476057,0.8429916427565001,0.5379589433987642,0.1270151182434456,0.49197923637183466,0.4992107111859387,0.9994094371795654,0.9963672757148743,0.9988279044628143,0.9976313412189484,jumping_jacks,start
0.7702404308792404,1.0164542544195438,0.9810280369893903,1.4080130423840165,1.3989078928173044,1.192897994585681,1.1788083392536393,1.8417829222398598,1.842946395690861,0.8924946110351075,0.9559299658006782,1.279968073335796,1.2453190643497614,1.6470430030970709,1.6925020400896313,1.323256119672024,1.3235386732769665,0.860900708788374,0.9064725338444263,2.50464769886815,1.6190484334484607,0.6168956986972215,0.3708814922985056,0.5564075902775498,0.8429916427565001,0.5379589433987642,0.1270151182434456,0.49197923637183466,0.4995635548484297,0.9994094371795654,0.9843719388873695,0.9988279044628143,0.9976313412189484,jumping_jacks,start
0.7702404308792404,1.0277565352937468,0.9810280369893903,1.4005633357228109,1.3989078928173044,1.192897994585681,1.1895669874606274,1.8417829222398598,1.8314805642434573,0.9319499422950984,0.9559299658006782,1.274729569947687,1.1967343182652321,1.6470430030970709,1.6514904225282803,1.323256119672024,1.3160441074679696,0.8745377950374077,0.8751859800713793,2.50464769886815,1.6080036181632185,0.6269115526928719,0.37012727732394957,0.5619254867476057,0.8429916427565001,0.5444295072130949,0.1270151182434456,0.508161241612689,0.4992107111859387,0.9918241359160144,0.9963672757148743,0.9988279044628143,0.9976313412189484,jumping_jacks,start
0.7377789429533311,1.0105428186365162,0.9810280369893903,1.4080130423840165,1.4379060964355546,1.192897994585681,1.1706323987830665,1.856799630742584,1.842946395690861,0.935334083613705,0.9559299658006782,1.274729569947687,1.2191117822620896,1.6470430030970709,1.6644754101610464,1.323256119672024,1.3235386732769665,0.888937814500776,0.8685081376761944,2.50464769886815,1.6762668515154084,0.6269115526928719,0.38682837168169737,0.5591973693280814,0.8445477951719123,0.547825490773014,0.1270151182434456,0.5042418022546177,0.4992107111859387,0.9994094371795654,0.9963672757148743,0.9988279044628143,0.981612546684071,jumping_jacks,start
0.7702404308792404,0.9709204303509177,0.9810280369893903,1.3807138022832162,1.395013768581528,1.192897994585681,1.2135017976508005,1.8519279353637808,1.842946395690861,0.9437407703039649,0.9559299658006782,1.2946316288646196,1.2191117822620896,1.6637188029987076,1.6357671498611748,1.323256119672024,1.3602145515154571,0.888937814500776,0.8751859800713793,2.50464769886815,1.6190484334484607,0.6269115526928719,0.3708814922985056,0.5619254867476057,0.8271687729123597,0.5379589433987642,0.12447607349745511,0.49197923637183466,0.4992107111859387,0.9994094371795654,1.0341495702231789,0.9988279044628143,1.015147461962767,jumping_jacks,start
0.8021414871188357,1.0201773378792316,1.000802113373421,1.4080130423840165,1.3171924765234422,1.192897994585681,1.2677496886544426,1.8417829222398598,1.842946395690861,0.9602254637500145,0.973342913270487,1.274729569947687,1.2191117822620896,1.661938827474365,1.6514904225282803,1.2609828085908108,1.368570046350764,0.8787581135533754,0.8751859800713793,2.50464769886815,1.6684407581584721,0.6269115526928719,0.3708814922985056,0.5619254867476057,0.8429916427565001,0.5379589433987642,0.12711681366110952,0.49197923637183466,0.4992107111859387,0.9793816325812094,0.9963672757148743,0.9988279044628143,1.0011548036236109,jumping_jacks,start
0.7702404308792404,1.0201773378792316,0.9810280369893903,1.413839102126192,1.3989078928173044,1.2405664322371568,1.1895669874606274,1.8417829222398598,1.842946395690861,0.9525012113606502,0.9447804164591749,1.342009490067745,1.2191117822620896,1.6470430030970709,1.6514904225282803,1.2990340218990377,1.2876737780826248,0.888937814500776,0.8644864289973978,2.565759508778859,1.6190484334484607,0.6287361949102717,0.3708814922985056,0.5607129875815584,0.8429916427565001,0.5326166616358721,0.1270151182434456,0.49197923637183466,0.4934623356531839,0.9650067513825815,0.9963672757148743,0.9988279044628143,0.9976313412189484,jumping_jacks,start
0.7632620668279321,1.0201773378792316,0.9810280369893903,1.4080130423840165,1.3989078928173044,1.1950188710613407,1.1895669874606274,1.8417829222398598,1.842946395690861,0.9437407703039649,0.9559299658006782,1.2819204162185573,1.2191117822620896,1.6470430030970709,1.6645497389641852,1.323256119672024,1.3235386732769665,0.9024620195293934,0.8751859800713793,2.513348219023485,1.6190484334484607,0.6269115526928719,0.3708814922985056,0.5619254867476057,0.8449493217399158,0.5381987962384807,0.12825065394597765,0.4711156557822212,0.4738650221736415,1.0271321078313687,0.9963672757148743,0.9988279044628143,0.9976313412189484,jumping_jacks,start
0.7702404308792404,1.0201773378792316,1.0080459609007273,1.3880745225367626,1.393461909191018,1.192897994585681,1.167570218098502,1.8563013599895333,1.857112397380123,0.971846929575557,0.9559299658006782,1.274729569947687,1.2191117822620896,1.6470430030970709,1.6280147392197426,1.323256119672024,1.279823185565043,0.888937814500776,0.8751859800713793,2.505913613194322,1.6190484334484607,0.6269115526928719,0.3708814922985056,0.5619254867476057,0.8429916427565001,0.5379589433987642,0.12423185237277788,0.4879712625069904,0.4992107111859387,0.9994094371795654,0.9963672757148743,1.0291177230355715,0.9538363168033424,jumping_jacks,start
0.7702404308792404,1.0201773378792316,0.9810280369893903,1.406257567322345,1.3238675903158894,1.217309546263588,1.1895669874606274,1.8417829222398598,1.8505319785147936,0.9562409747592828,0.9559299658006782,1.274729569947687,1.2478040137854503,1.6470430030970709,1.627275118286203,1.323256119672024,1.3159184143826081,0.888937814500776,0.8751859800713793,2.50464769886815,1.6562260774854063,0.6238238389207823,0.344306716817815,0.5619254867476057,0.8429916427565001,0.5453318068670134,0.1270151182434456,0.49190094321913674,0.4992107111859387,0.9994094371795654,0.9963672757148743,0.9988279044628143,0.9976313412189484,jumping_jacks,start
