d_core_nose,d_core_lelbow,d_core_relbow,d_core_lwrist,d_core_rwrist,d_core_lknee,d_core_rknee,d_core_lankle,d_core_rankle,d_lshoulder_lwrist,d_rshoulder_rwrist,d_lhip_lelbow,d_rhip_relbow,d_lshoulder_lknee,d_rshoulder_rknee,d_lhip_lankle,d_rhip_rankle,d_lknee_lfidx,d_rknee_rfidx,d_lwrist_rwrist,d_lelbow_relbow,d_lshoulder_rshoulder,d_lhip_rhip,d_lknee_rknee,a_elbows_neck,a_knees_hip,a_spine,a_core_ground,v_left_up,v_left_down,v_right_up,v_right_down,Class,SubClass
0.7702404308792404,1.0201773378792316,0.9810280369893903,1.4080130423840165,1.3989078928173044,1.192897994585681,1.1895669874606274,1.8417829222398598,1.842946395690861,0.9437407703039649,0.9559299658006782,1.274729569947687,1.2191117822620896,1.6470430030970709,1.6514904225282803,1.323256119672024,1.3235386732769665,0.888937814500776,0.8751859800713793,2.50464769886815,1.6190484334484607,0.6269115526928719,0.3708814922985056,0.5619254867476057,0.5379589433987642,0.1270151182434456,0.49197923637183466,0.4992107111859387,0.9994094371795654,0.9963672757148743,0.9988279044628143,0.9976313412189484,jumping_jacks,start
0.7702404308792404,1.0201773378792316,0.9810280369893903,1.4080130423840165,1.3830468652018404,1.192897994585681,1.1895669874606274,1.8417829222398598,1.842946395690861,0.9316519343254834,0.9876629973233149,1.274729569947687,1.2126584096093425,1.6737187216273925,1.717449013510659,1.3618663936792041,1.3120472837454964,0.888937814500776,0.8751859800713793,2.5605481849433636,1.6190484334484607,0.6389403580472512,0.3708814922985056,0.5493918857060158,0.5671242784921594,0.1270151182434456,0.49197923637183466,0.502052520006409,0.9776171772748335,0.9963672757148743,1.0136649333595729,0.9976313412189484,jumping_jacks,start
0.7661699987487491,1.0201773378792316,0.9810280369893903,1.4080130423840165,1.3725125628022317,1.1738074621261674,1.1895669874606274,1.8417829222398598,1.842946395690861,0.9466871144031347,0.9404287768207075,1.2859548678746704,1.233435578615079,1.6470430030970709,1.625041171183819,1.2366576611385187,1.3235386732769665,0.888937814500776,0.8751859800713793,2.570662886182741,1.713692946111654,0.6189196816498206,0.377047942600846,0.5619254867476057,0.5295177535655662,0.1270151182434456,0.49197923637183466,0.4992107111859387,0.9994094371795654,1.0557232741688332,0.9815240840762169,1.0045053464348532,jumping_jacks,start
0.7556587807811408,1.0320826933371805,0.9988680341105521,1.4080130423840165,1.3989078928173044,1.192897994585681,1.2318218394775482,1.8417829222398598,1.7736283474010313,0.9437407703039649,0.9559299658006782,1.2639400143450825,1.179428047497408,1.6470430030970709,1.6514904225282803,1.3229024538699232,1.3224420299030555,0.9195746138005478,0.8751859800713793,2.50464769886815,1.6190484334484607,0.5967822619076116,0.38538388026176174,0.5762593044341794,0.5379589433987642,0.1270151182434456,0.49197923637183466,0.4933090709201103,0.9994094371795654,0.9963672757148743,0.9988279044628143,1.0069230181219315,jumping_jacks,start
0.7702404308792404,1.0055540640912224,1.0093416129301198,1.3981370489504434,1.3989078928173044,1.1523848019169831,1.1895669874606274,1.8506358445203384,1.7994052029487762,0.938018044704133,0.9559299658006782,1.3169432586935712,1.1819982298208425,1.6470430030970709,1.6514904225282803,1.3340188185020228,1.3235386732769665,0.888937814500776,0.8751859800713793,2.50464769886815,1.6190484334484607,0.6269115526928719,0.37470287911156164,0.5794896282151162,0.5576638009634755,0.12951737507771874,0.49702716071842584,0.4992107111859387,0.9994094371795654,0.9892941301286116,0.9988279044628143,0.9844908845961087,jumping_jacks,start
0.7702520412384932,1.0201773378792316,0.9810280369893903,1.4080130423840165,1.4497159137056244,1.1970703076056959,1.2572892982169968,1.8417829222398598,1.842946395690861,0.9437407703039649,0.9692066496820632,1.274729569947687,1.2191117822620896,1.644519321374821,1.6067008071162725,1.323256119672024,1.3235386732769665,0.888937814500776,0.8751859800713793,2.50464769886815,1.5268323724574009,0.6269115526928719,0.3581262001365519,0.5619254867476057,0.5653375586446646,0.1278812825153161,0.4881035690710095,0.4992107111859387,1.0489123882122684,1.014169947956787,0.9853392056491765,0.9976313412189484,jumping_jacks,start
0.7702404308792404,1.0090795284922793,0.9810280369893903,1.4212554957516943,1.3989078928173044,1.1589575751165133,1.1895669874606274,1.8417829222398598,1.8929660480412336,0.9248309903292411,0.9559299658006782,1.274729569947687,1.2191117822620896,1.6470430030970709,1.6514904225282803,1.2757245837013398,1.348075037880452,0.9268324230547463,0.856752685134301,2.470775278305599,1.6190484334484607,0.6269115526928719,0.383274203560762,0.5852073536346194,0.5463781052405007,0.1270775803668594,0.49197923637183466,0.4992107111859387,0.9916990426580286,0.9963672757148743,0.9988279044628143,1.0181101165499609,jumping_jacks,start
0.7517496065767426,1.0201773378792316,0.9810280369893903,1.4080130423840165,1.3989078928173044,1.2096330131018036,1.1822158200059127,1.8556983111916094,1.8771389223443198,0.9437407703039649,0.9559299658006782,1.274729569947687,1.2303017388442763,1.6605217857895984,1.6514904225282803,1.327602705985895,1.3006913087826875,0.8935977478763124,0.8751859800713793,2.50464769886815,1.6190484334484607,0.6269115526928719,0.3708814922985056,0.5526514673363049,0.529760322961628,0.1276608269809824,0.5036487025428982,0.49552920356122254,1.0636638040061557,0.9963672757148743,1.0026117913447858,0.9976313412189484,jumping_jacks,start
0.7285834113687077,1.0544572331446391,1.0200476255747362,1.4080130423840165,1.3737355370633415,1.1700784814194676,1.1895669874606274,1.8417829222398598,1.842946395690861,0.9437407703039649,0.9222466002830227,1.274729569947687,1.2191117822620896,1.6509398938726383,1.6514904225282803,1.3332889251343822,1.3235386732769665,0.888937814500776,0.8781280036446898,2.468092176704849,1.6190484334484607,0.6269115526928719,0.3708814922985056,0.5619254867476057,0.5379589433987642,0.12831062366804466,0.49197923637183466,0.4992107111859387,0.9994094371795654,0.9963672757148743,0.9988279044628143,0.9976313412189484,jumping_jacks,start
0.7702404308792404,1.019949321255764,0.9825607985933348,1.3903862692656956,1.3989078928173044,1.192897994585681,1.1895669874606274,1.8417829222398598,1.7483229183916276,0.9269684849491158,0.9320226753269337,1.2682934678557654,1.1653386550757137,1.6470430030970709,1.7333287497324925,1.352086977263535,1.3235386732769665,0.9410516020733952,0.9170496853820939,2.50464769886815,1.6190484334484607,0.6345395911068427,0.3708814922985056,0.5619254867476057,0.5379589433987642,0.1270151182434456,0.49197923637183466,0.464857235591725,0.9994094371795654,1.0030386937974871,1.0364475277242189,0.9958993980978712,jumping_jacks,start
